,artist id,artist popularity,genres,name,uri,url
1000,3fMbdgg4jU18AjLCKBhRSm,85,"['pop', 'r&b', 'soul']",Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm
1001,6nS5roXSAGhTGr34W6n7Et,80,"['house', 'pop', 'uk dance']",Disclosure,spotify:artist:6nS5roXSAGhTGr34W6n7Et,https://open.spotify.com/artist/6nS5roXSAGhTGr34W6n7Et
1003,4NHQUGzhtTLFvgF5SZesLK,80,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']",Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,https://open.spotify.com/artist/4NHQUGzhtTLFvgF5SZesLK
1025,6xfqnpe2HnLVUaYXs2F8YS,67,"['hollywood', 'movie tunes']",Anna Kendrick,spotify:artist:6xfqnpe2HnLVUaYXs2F8YS,https://open.spotify.com/artist/6xfqnpe2HnLVUaYXs2F8YS
1031,00FQb4jTyendYWaN8pK0wa,89,['pop'],Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa
1038,34v5MVKeQnIo0CWYMbbrPf,71,['pop'],John Newman,spotify:artist:34v5MVKeQnIo0CWYMbbrPf,https://open.spotify.com/artist/34v5MVKeQnIo0CWYMbbrPf
1040,73Np75Wv2tju61Eo9Zw4IR,71,"['broadway', 'hollywood', 'show tunes']",Idina Menzel,spotify:artist:73Np75Wv2tju61Eo9Zw4IR,https://open.spotify.com/artist/73Np75Wv2tju61Eo9Zw4IR
1044,4gwpcMTbLWtBUlOijbVpuu,66,"['alternative dance', 'indie pop', 'metropopolis', 'modern rock', 'pop', 'shimmer pop']",Capital Cities,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,https://open.spotify.com/artist/4gwpcMTbLWtBUlOijbVpuu
1046,1hzfo8twXdOegF3xireCYs,75,['german pop'],Milky Chance,spotify:artist:1hzfo8twXdOegF3xireCYs,https://open.spotify.com/artist/1hzfo8twXdOegF3xireCYs
1047,7Ln80lUS6He07XvHI8qqHH,84,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
1053,7FY5V3XMwlNBPitEjXowHQ,70,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",Darius Rucker,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,https://open.spotify.com/artist/7FY5V3XMwlNBPitEjXowHQ
1058,3N4FiTxpPQRsrihmTMN349,61,"['norwegian pop', 'social media pop']",Marcus & Martinus,spotify:artist:3N4FiTxpPQRsrihmTMN349,https://open.spotify.com/artist/3N4FiTxpPQRsrihmTMN349
1062,74KM79TiuVKeVCqs8QtB0B,78,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Sabrina Carpenter,spotify:artist:74KM79TiuVKeVCqs8QtB0B,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B
1063,3mIj9lX2MWuHmhNCA7LSCW,82,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'shiver pop']",The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW
1069,77AiFEVeAVj2ORpC85QVJs,81,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",Steve Aoki,spotify:artist:77AiFEVeAVj2ORpC85QVJs,https://open.spotify.com/artist/77AiFEVeAVj2ORpC85QVJs
1073,188VINPQh5dyNfLUkevKqf,62,"['pop', 'post-teen pop', 'social media pop']",Olivia Holt,spotify:artist:188VINPQh5dyNfLUkevKqf,https://open.spotify.com/artist/188VINPQh5dyNfLUkevKqf
1074,55fhWPvDiMpLnE4ZzNXZyW,78,"['dance pop', 'pop', 'post-teen pop']",Noah Cyrus,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW
1089,1yqxFtPHKcGcv6SXZNdyT9,73,"['deep groove house', 'edm', 'house', 'pop', 'tropical house']",MK,spotify:artist:1yqxFtPHKcGcv6SXZNdyT9,https://open.spotify.com/artist/1yqxFtPHKcGcv6SXZNdyT9
1090,0SfsnGyD8FpIN4U4WCkBZ5,81,"['edm', 'progressive house', 'progressive trance', 'trance']",Armin van Buuren,spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5
1091,4WFtYn5RyU8VGPpPyW9Pxw,66,"['dance pop', 'deep groove house', 'house', 'pop', 'tropical house']",M-22,spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,https://open.spotify.com/artist/4WFtYn5RyU8VGPpPyW9Pxw
1093,6n28c9qs9hNGriNa72b26u,66,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'edm', 'house', 'indietronica', 'new rave']",PNAU,spotify:artist:6n28c9qs9hNGriNa72b26u,https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u
1096,4Q6nIcaBED8qUel8bBx6Cr,80,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",Jax Jones,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr,https://open.spotify.com/artist/4Q6nIcaBED8qUel8bBx6Cr
1101,5waIYqZSsMaTQqdL4QnqyR,50,"['danish electronic', 'pop edm']",Boye & Sigvardt,spotify:artist:5waIYqZSsMaTQqdL4QnqyR,https://open.spotify.com/artist/5waIYqZSsMaTQqdL4QnqyR
1104,0deIjoDjl9g9Zpw0sCIOHh,62,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']",Valentino Khan,spotify:artist:0deIjoDjl9g9Zpw0sCIOHh,https://open.spotify.com/artist/0deIjoDjl9g9Zpw0sCIOHh
1105,0jNDKefhfSbLR9sFvcPLHo,68,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop', 'pop edm', 'vapor twitch']",San Holo,spotify:artist:0jNDKefhfSbLR9sFvcPLHo,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo
1108,1C60viSZv6BoYtrnkZ44g5,56,"['edm', 'vocal trance']",Nadia Ali,spotify:artist:1C60viSZv6BoYtrnkZ44g5,https://open.spotify.com/artist/1C60viSZv6BoYtrnkZ44g5
1109,6TQj5BFPooTa08A7pk8AQ1,73,"['big room', 'chicago house', 'dance pop', 'disco house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'progressive house', 'tropical house', 'vocal house']",Kaskade,spotify:artist:6TQj5BFPooTa08A7pk8AQ1,https://open.spotify.com/artist/6TQj5BFPooTa08A7pk8AQ1
1110,5fMUXHkw8R8eOP2RNVYEZX,89,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",Diplo,spotify:artist:5fMUXHkw8R8eOP2RNVYEZX,https://open.spotify.com/artist/5fMUXHkw8R8eOP2RNVYEZX
1111,7yKYcY9cyMNgynj4QzGrCq,17,[],Lotus x Montis,spotify:artist:7yKYcY9cyMNgynj4QzGrCq,https://open.spotify.com/artist/7yKYcY9cyMNgynj4QzGrCq
1114,2j3ss5ZwVoRqRuDWHP7U5P,44,[],Andy Bianchini,spotify:artist:2j3ss5ZwVoRqRuDWHP7U5P,https://open.spotify.com/artist/2j3ss5ZwVoRqRuDWHP7U5P
1115,1bj5GrcLom5gZFF5t949Xl,74,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'pop rap', 'tropical house', 'vocal house']",Martin Solveig,spotify:artist:1bj5GrcLom5gZFF5t949Xl,https://open.spotify.com/artist/1bj5GrcLom5gZFF5t949Xl
1122,1127FlmEDHXC26IBsg8zHP,37,['pop edm'],Thomas Hayes,spotify:artist:1127FlmEDHXC26IBsg8zHP,https://open.spotify.com/artist/1127FlmEDHXC26IBsg8zHP
1123,10gzBoINW3cLJfZUka8Zoe,71,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",Above & Beyond,spotify:artist:10gzBoINW3cLJfZUka8Zoe,https://open.spotify.com/artist/10gzBoINW3cLJfZUka8Zoe
1124,5fahUm8t5c0GIdeTq0ZaG8,62,"['big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",Otto Knows,spotify:artist:5fahUm8t5c0GIdeTq0ZaG8,https://open.spotify.com/artist/5fahUm8t5c0GIdeTq0ZaG8
1126,3iOvXCl6edW5Um0fXEBRXy,72,"['downtempo', 'dream pop', 'indietronica']",The xx,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy
1130,3gk0OYeLFWYupGFRHqLSR7,71,"['big room', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'hardstyle', 'progressive electro house', 'progressive house']",Showtek,spotify:artist:3gk0OYeLFWYupGFRHqLSR7,https://open.spotify.com/artist/3gk0OYeLFWYupGFRHqLSR7
1131,6nxWCVXbOlEVRexSbLsTer,79,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop']",Flume,spotify:artist:6nxWCVXbOlEVRexSbLsTer,https://open.spotify.com/artist/6nxWCVXbOlEVRexSbLsTer
1132,4YLQaW1UU3mrVetC8gNkg5,64,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'mashup', 'pop', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",3LAU,spotify:artist:4YLQaW1UU3mrVetC8gNkg5,https://open.spotify.com/artist/4YLQaW1UU3mrVetC8gNkg5
1134,4OBJLual30L7gRl5UkeRcT,79,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,spotify:artist:4OBJLual30L7gRl5UkeRcT,https://open.spotify.com/artist/4OBJLual30L7gRl5UkeRcT
1136,5K4W6rqBFWDnAN6FQUkS6x,96,"['chicago rap', 'pop rap', 'rap']",Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x
1142,0Chxmm4XMM87mJOHvyiUzL,57,"['dance pop', 'pop rap']",Kevin Rudolf,spotify:artist:0Chxmm4XMM87mJOHvyiUzL,https://open.spotify.com/artist/0Chxmm4XMM87mJOHvyiUzL
1146,0zOcE3mg9nS6l3yxt1Y0bK,74,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK
1153,7LnaAXbDVIL75IVPnndf7w,70,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",Jamie Foxx,spotify:artist:7LnaAXbDVIL75IVPnndf7w,https://open.spotify.com/artist/7LnaAXbDVIL75IVPnndf7w
1155,2NdeV5rLm47xAvogXrYhJX,74,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",Ciara,spotify:artist:2NdeV5rLm47xAvogXrYhJX,https://open.spotify.com/artist/2NdeV5rLm47xAvogXrYhJX
1161,0SCbttzoZTnLFebDYmAWCm,79,"['glee club', 'hollywood', 'pop', 'post-teen pop']",Glee Cast,spotify:artist:0SCbttzoZTnLFebDYmAWCm,https://open.spotify.com/artist/0SCbttzoZTnLFebDYmAWCm
1163,63wjoROpeh5f11Qm93UiJ1,68,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Keri Hilson,spotify:artist:63wjoROpeh5f11Qm93UiJ1,https://open.spotify.com/artist/63wjoROpeh5f11Qm93UiJ1
1168,7nU4hB040gTmHm45YYMvqc,67,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",Hannah Montana,spotify:artist:7nU4hB040gTmHm45YYMvqc,https://open.spotify.com/artist/7nU4hB040gTmHm45YYMvqc
1169,2qk9voo8llSGYcZ6xrBzKx,78,"['modern rock', 'rock']",Kings of Leon,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,https://open.spotify.com/artist/2qk9voo8llSGYcZ6xrBzKx
1171,4pADjHPWyrlAF0FA7joK2H,70,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Jay Sean,spotify:artist:4pADjHPWyrlAF0FA7joK2H,https://open.spotify.com/artist/4pADjHPWyrlAF0FA7joK2H
1174,4gcD0Nw2LOE8XoTFYHwENl,15,[],Explosion Productions,spotify:artist:4gcD0Nw2LOE8XoTFYHwENl,https://open.spotify.com/artist/4gcD0Nw2LOE8XoTFYHwENl
1188,32WkQRZEVKSzVAAYqukAEA,73,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,https://open.spotify.com/artist/32WkQRZEVKSzVAAYqukAEA
1192,5Y5TRrQiqgUO4S36tzjIRZ,76,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ
1198,0niJkG4tKkne3zwr7I8n9n,59,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']",Finger Eleven,spotify:artist:0niJkG4tKkne3zwr7I8n9n,https://open.spotify.com/artist/0niJkG4tKkne3zwr7I8n9n
1199,5P2rwRBgIN450RaJxdjYdA,61,"['pop rap', 'toronto rap']",Kardinal Offishall,spotify:artist:5P2rwRBgIN450RaJxdjYdA,https://open.spotify.com/artist/5P2rwRBgIN450RaJxdjYdA
1200,7vXwfZyDp3spzIVNXDaTPN,60,"['electropowerpop', 'neon pop punk', 'pixie', 'pop punk']",Metro Station,spotify:artist:7vXwfZyDp3spzIVNXDaTPN,https://open.spotify.com/artist/7vXwfZyDp3spzIVNXDaTPN
1202,0QJIPDAEDILuo8AIq3pMuU,68,"['alternative dance', 'art pop', 'dance pop', 'escape room', 'new rave']",M.I.A.,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,https://open.spotify.com/artist/0QJIPDAEDILuo8AIq3pMuU
1208,0C0XlULifJtAgn6ZNCW2eu,80,"['indie rock', 'modern rock', 'permanent wave', 'rock']",The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,https://open.spotify.com/artist/0C0XlULifJtAgn6ZNCW2eu
1225,3rWZHrfrsPBxVy692yAIxF,72,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",WILLOW,spotify:artist:3rWZHrfrsPBxVy692yAIxF,https://open.spotify.com/artist/3rWZHrfrsPBxVy692yAIxF
1226,7H55rcKCfwqkyDFH9wpKM6,75,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Christina Perri,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,https://open.spotify.com/artist/7H55rcKCfwqkyDFH9wpKM6
1230,5nCi3BB41mBaMH9gfr6Su0,71,"['baroque pop', 'metropopolis', 'modern rock', 'pop']",fun.,spotify:artist:5nCi3BB41mBaMH9gfr6Su0,https://open.spotify.com/artist/5nCi3BB41mBaMH9gfr6Su0
1248,6r20qOqY7qDWI0PPTxVMlC,61,"['afro house', 'drum and bass', 'house', 'tropical house', 'uk dance', 'uk dnb']",DJ Fresh,spotify:artist:6r20qOqY7qDWI0PPTxVMlC,https://open.spotify.com/artist/6r20qOqY7qDWI0PPTxVMlC
1249,4uRYpUQZrNrY5t8tAv3XrD,60,"['brostep', 'drum and bass', 'edm', 'electro house']",NERO,spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,https://open.spotify.com/artist/4uRYpUQZrNrY5t8tAv3XrD
1257,5Tf4EH8tDvznnjULcFxkIl,62,['modern alternative rock'],Alex Clare,spotify:artist:5Tf4EH8tDvznnjULcFxkIl,https://open.spotify.com/artist/5Tf4EH8tDvznnjULcFxkIl
1271,3gd8FJtBJtkRxdfbTu19U2,80,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,spotify:artist:3gd8FJtBJtkRxdfbTu19U2,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2
1277,7sfgqEdoeBTjd8lQsPT3Cy,71,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",Emeli Sandé,spotify:artist:7sfgqEdoeBTjd8lQsPT3Cy,https://open.spotify.com/artist/7sfgqEdoeBTjd8lQsPT3Cy
1285,25fqWEebq6PoiGQIHIrdtv,62,"['bass trap', 'electronic trap', 'vapor twitch']",Baauer,spotify:artist:25fqWEebq6PoiGQIHIrdtv,https://open.spotify.com/artist/25fqWEebq6PoiGQIHIrdtv
1290,4njdEjTnLfcGImKZu1iSrz,68,"['indie pop', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",AWOLNATION,spotify:artist:4njdEjTnLfcGImKZu1iSrz,https://open.spotify.com/artist/4njdEjTnLfcGImKZu1iSrz
1294,1VBflYyxBhnDc9uVib98rw,71,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']",Icona Pop,spotify:artist:1VBflYyxBhnDc9uVib98rw,https://open.spotify.com/artist/1VBflYyxBhnDc9uVib98rw
1295,0Cd6nHYwecCNM1sVEXKlYr,67,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']",Krewella,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,https://open.spotify.com/artist/0Cd6nHYwecCNM1sVEXKlYr
1304,6FBDaR13swtiWwGhX1WQsP,83,"['pop punk', 'punk', 'socal pop punk']",blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,https://open.spotify.com/artist/6FBDaR13swtiWwGhX1WQsP
1308,1GLtl8uqKmnyCWxHmw9tL4,72,"['brighton indie', 'garage rock', 'indie rock', 'modern rock', 'rock']",The Kooks,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,https://open.spotify.com/artist/1GLtl8uqKmnyCWxHmw9tL4
1314,6Q192DXotxtaysaqNPy5yR,78,"['british soul', 'neo soul']",Amy Winehouse,spotify:artist:6Q192DXotxtaysaqNPy5yR,https://open.spotify.com/artist/6Q192DXotxtaysaqNPy5yR
1323,0gusqTJKxtU1UTmNRMHZcv,67,"['bassline', 'grime', 'house', 'instrumental grime', 'pop rap', 'rap']",Dizzee Rascal,spotify:artist:0gusqTJKxtU1UTmNRMHZcv,https://open.spotify.com/artist/0gusqTJKxtU1UTmNRMHZcv
1325,3Z6IRCo7umuk8K2XQy0ZDj,59,"['boy band', 'europop', 'modern rock', 'pop punk']",Busted,spotify:artist:3Z6IRCo7umuk8K2XQy0ZDj,https://open.spotify.com/artist/3Z6IRCo7umuk8K2XQy0ZDj
1326,2Q3eZMfDQgT8MhPowKFXYO,61,"['dance pop', 'girl group']",t.A.T.u.,spotify:artist:2Q3eZMfDQgT8MhPowKFXYO,https://open.spotify.com/artist/2Q3eZMfDQgT8MhPowKFXYO
1327,73sIBHcqh3Z3NyqHKZ7FOL,81,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap']",Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL
1329,1kM5rgJvkiDMOoKX56H6pX,63,"['australian pop', 'bubblegum dance', 'dance pop', 'europop', 'post-teen pop']",S Club 7,spotify:artist:1kM5rgJvkiDMOoKX56H6pX,https://open.spotify.com/artist/1kM5rgJvkiDMOoKX56H6pX
1330,0IF46mUS8NXjgHabxk2MCM,66,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",Kelis,spotify:artist:0IF46mUS8NXjgHabxk2MCM,https://open.spotify.com/artist/0IF46mUS8NXjgHabxk2MCM
1336,2mxe0TnaNL039ysAj51xPQ,72,[],R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,https://open.spotify.com/artist/2mxe0TnaNL039ysAj51xPQ
1341,6TIYQ3jFPwQSRmorSezPxX,82,"['pop rap', 'rap']",Machine Gun Kelly,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX
1344,4BzCdhJTyTS3gumq9xmymb,66,"['electropop', 'indie electropop', 'indie poptimism', 'pop', 'tropical house']",ayokay,spotify:artist:4BzCdhJTyTS3gumq9xmymb,https://open.spotify.com/artist/4BzCdhJTyTS3gumq9xmymb
1345,4bthk9UfsYUYdcFyqxmSUU,72,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,https://open.spotify.com/artist/4bthk9UfsYUYdcFyqxmSUU
1346,2RdwBSPQiwcmiDo9kixcl8,81,"['pop', 'pop rap']",Pharrell Williams,spotify:artist:2RdwBSPQiwcmiDo9kixcl8,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8
1364,2LJxr7Pt3JnP60eLxwbDOu,68,"['dance pop', 'europop', 'hollywood', 'movie tunes', 'neo mellow', 'post-teen pop']",Mandy Moore,spotify:artist:2LJxr7Pt3JnP60eLxwbDOu,https://open.spotify.com/artist/2LJxr7Pt3JnP60eLxwbDOu
1381,4kI8Ie27vjvonwaB2ePh8T,73,"['indie pop', 'indie rock', 'modern rock']",Portugal. The Man,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,https://open.spotify.com/artist/4kI8Ie27vjvonwaB2ePh8T
1383,6s22t5Y3prQHyaHWUN1R1C,78,"['modern rock', 'pop']",AJR,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,https://open.spotify.com/artist/6s22t5Y3prQHyaHWUN1R1C
1384,26AHtbjWKiwYzsoGoUZq53,76,['a cappella'],Pentatonix,spotify:artist:26AHtbjWKiwYzsoGoUZq53,https://open.spotify.com/artist/26AHtbjWKiwYzsoGoUZq53
1389,6XpaIBNiVzIetEPCWDvAFP,83,"['dance pop', 'pop', 'r&b']",Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,https://open.spotify.com/artist/6XpaIBNiVzIetEPCWDvAFP
1392,7pGyQZx9thVa8GxMBeXscB,58,"['pop rap', 'reggae fusion']",K'NAAN,spotify:artist:7pGyQZx9thVa8GxMBeXscB,https://open.spotify.com/artist/7pGyQZx9thVa8GxMBeXscB
1404,6oMuImdp5ZcFhWP0ESe6mG,85,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG
1412,0FOWNUFHPnMy0vOw1siGqi,67,"['canadian hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']",Belly,spotify:artist:0FOWNUFHPnMy0vOw1siGqi,https://open.spotify.com/artist/0FOWNUFHPnMy0vOw1siGqi
1421,1S9WGrK7SZfXXQtHBYzDle,59,"['indie pop rap', 'pop rap']",Sammy Adams,spotify:artist:1S9WGrK7SZfXXQtHBYzDle,https://open.spotify.com/artist/1S9WGrK7SZfXXQtHBYzDle
1422,4BYxqVkZyFjtik7crYLg5Q,72,"['contemporary country', 'country', 'country road', 'modern country rock']",Chris Young,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,https://open.spotify.com/artist/4BYxqVkZyFjtik7crYLg5Q
1423,6dn6x1XOng3LOAnfTjUn77,72,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop']",AJ Mitchell,spotify:artist:6dn6x1XOng3LOAnfTjUn77,https://open.spotify.com/artist/6dn6x1XOng3LOAnfTjUn77
1424,63CZNEytugjFnZBdjBmWc8,40,"['canadian contemporary r&b', 'trap soul']",COTIS,spotify:artist:63CZNEytugjFnZBdjBmWc8,https://open.spotify.com/artist/63CZNEytugjFnZBdjBmWc8
1425,5wPoxI5si3eJsYYwyXV4Wi,64,"['hip hop', 'pop rap', 'rap']",N.E.R.D,spotify:artist:5wPoxI5si3eJsYYwyXV4Wi,https://open.spotify.com/artist/5wPoxI5si3eJsYYwyXV4Wi
1426,1HQGhla3VNj1dBmKTtVT2t,60,"['brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",Ookay,spotify:artist:1HQGhla3VNj1dBmKTtVT2t,https://open.spotify.com/artist/1HQGhla3VNj1dBmKTtVT2t
1439,2ht3wxeT69CzyKFChNnNAB,63,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'southern hip hop']",Big Boi,spotify:artist:2ht3wxeT69CzyKFChNnNAB,https://open.spotify.com/artist/2ht3wxeT69CzyKFChNnNAB
1440,5kuJibJcwOC53s3OkoGMRA,64,"['modern alternative rock', 'modern rock']",The Revivalists,spotify:artist:5kuJibJcwOC53s3OkoGMRA,https://open.spotify.com/artist/5kuJibJcwOC53s3OkoGMRA
1441,3oSJ7TBVCWMDMiYjXNiCKE,82,"['contemporary country', 'country road']",Kane Brown,spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE,https://open.spotify.com/artist/3oSJ7TBVCWMDMiYjXNiCKE
1448,7f5Zgnp2spUuuzKplmRkt7,76,"['belgian edm', 'edm', 'pop', 'tropical house']",Lost Frequencies,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7
1449,0988g1pgIlWAKBVf3DQ7db,49,['latin viral pop'],LemonGrass,spotify:artist:0988g1pgIlWAKBVf3DQ7db,https://open.spotify.com/artist/0988g1pgIlWAKBVf3DQ7db
1454,0eecdvMrqBftK0M1VKhaF4,79,"['boy band', 'latin', 'latin pop', 'pop', 'reggaeton', 'tropical']",CNCO,spotify:artist:0eecdvMrqBftK0M1VKhaF4,https://open.spotify.com/artist/0eecdvMrqBftK0M1VKhaF4
1456,5e4Dhzv426EvQe3aDb64jL,73,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']",Shania Twain,spotify:artist:5e4Dhzv426EvQe3aDb64jL,https://open.spotify.com/artist/5e4Dhzv426EvQe3aDb64jL
1469,3t5xRXzsuZmMDkQzgOX35S,82,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",Robin Schulz,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S
1481,1IueXOQyABrMOprrzwQJWN,77,"['dance pop', 'edm', 'pop', 'tropical house']",Sigala,spotify:artist:1IueXOQyABrMOprrzwQJWN,https://open.spotify.com/artist/1IueXOQyABrMOprrzwQJWN
